Bar name,Category,Item name,Description,Price
Spinola Cafe Lounge St Julians,SMOOTHIES,Tropical Smoothie,"Blended mango, pineapple, papaya, and apple juice",5.5
Spinola Cafe Lounge St Julians,MILKSHAKES,Brownie Milkshake,Blended brownie with chocolate ice cream,5.75
Spinola Cafe Lounge St Julians,MILKSHAKES,Macaroon Milkshake,Crushed macaroons with vanilla ice cream,5.75
Spinola Cafe Lounge St Julians,MILKSHAKES,Regular Shake, ,4
Spinola Cafe Lounge St Julians,COFFEE COCKTAILS,Affogato Coffee,Espresso and vanilla ice cream,4.5
Spinola Cafe Lounge St Julians,COFFEE COCKTAILS,Hazelnut Iced Coffee,"Espresso, milk, hazelnut syrup, blended with ice",3.95
Spinola Cafe Lounge St Julians,COFFEE COCKTAILS,Greek Freddo Cappuccino,"Espresso, milk, sugar, blended with ice",3.95
Spinola Cafe Lounge St Julians,COFFEE COCKTAILS,Choko Espresso,"Espresso, chocolate ice cream, coffee liqueur",4.75
Spinola Cafe Lounge St Julians,COFFEE COCKTAILS,Irish Coffee,"Shanky’s whiskey, coffee liqueur, coffee cream",5.75
Spinola Cafe Lounge St Julians,COFFEE COCKTAILS,Mojito Espresso,"Espresso, vodka, mint",5.75
Spinola Cafe Lounge St Julians,COFFEE COCKTAILS,Espresso Martini,"Vodka, Kahlua, espresso",6.75
Spinola Cafe Lounge St Julians,COFFEE COCKTAILS,Shanky’s Espresso Martini,"Shanky’s whiskey, espresso",8.5
Spinola Cafe Lounge St Julians,COFFEE COCKTAILS,Pink Italian,"Tequila Rose, coffee liqueur, vodka, milk, strawberry",8.5
Spinola Cafe Lounge St Julians,WATER,Aqua Panna Still Water,250ml,3.1
Spinola Cafe Lounge St Julians,WATER,Aqua Panna Still Water,750ml,4.5
Spinola Cafe Lounge St Julians,WATER,San Pellegrino Sparkling Water,250ml,3.1
Spinola Cafe Lounge St Julians,WATER,San Pellegrino Sparkling Water,750ml,4.6
Spinola Cafe Lounge St Julians,SOFT DRINKS,Coca Cola,500ml,4.1
Spinola Cafe Lounge St Julians,SOFT DRINKS,Coca Cola Zero,500ml,4.1
Spinola Cafe Lounge St Julians,SOFT DRINKS,Sprite,500ml,4.1
Spinola Cafe Lounge St Julians,SOFT DRINKS,Sprite Zero,500ml,4.1
Spinola Cafe Lounge St Julians,SOFT DRINKS,Fanta,500ml,4.1
Spinola Cafe Lounge St Julians,SOFT DRINKS,Kinnie,500ml,4.1
Spinola Cafe Lounge St Julians,SOFT DRINKS,Diet Kinnie,500ml,4.1
Spinola Cafe Lounge St Julians,ICE TEA,Nestea Peach,500ml,3.1
Spinola Cafe Lounge St Julians,ICE TEA,Nestea Lemon,500ml,3.1
Spinola Cafe Lounge St Julians,ENERGY DRINKS,Red Bull,250ml,4.1
Spinola Cafe Lounge St Julians,JUICES,Fresh Orange Juice, ,5
Spinola Cafe Lounge St Julians,JUICES,Fresh Homemade Lemonade,"Flavors: Mango, Strawberry, Elderflower, Berry, or Cucumber",5
Spinola Cafe Lounge St Julians,BEER,Cisk Lager,250ml,3.6
Spinola Cafe Lounge St Julians,BEER,Cisk Excel,250ml,3.6
Spinola Cafe Lounge St Julians,BEER,Becks,330ml,3.6
Spinola Cafe Lounge St Julians,BEER,Budweiser,330ml,3.6
Spinola Cafe Lounge St Julians,BEER,Carlsberg,330ml,3.6
Spinola Cafe Lounge St Julians,BEER,Corona,330ml,4.1
Spinola Cafe Lounge St Julians,BEER,Heineken,250ml,4.1
Spinola Cafe Lounge St Julians,CIDER,Alska,500ml,4.6
Spinola Cafe Lounge St Julians,CIDER,Magners,500ml,5.1
Spinola Cafe Lounge St Julians,CIDER,Strongbow,500ml,5.1
Spinola Cafe Lounge St Julians,CIDER,Woodpecker,500ml,5.1
Spinola Cafe Lounge St Julians,SPARKLING,Organic Sparkling Rosé Noughty,750ml,16.95
Spinola Cafe Lounge St Julians,SPARKLING,Organic Sparkling Chardonnay Noughty,750ml,16.95
Spinola Cafe Lounge St Julians,RED WINE,Blue Nun,750ml,15
Spinola Cafe Lounge St Julians,WHITE WINE,Blue Nun,750ml,15
Spinola Cafe Lounge St Julians,WHITE WINE,The Falcon Chardonnay,750ml,14.5
Spinola Cafe Lounge St Julians,WHITE WINE,Pjazza Regina White IGT,750ml,15.75
Spinola Cafe Lounge St Julians,WHITE WINE,Medina Vermentino DOK,750ml,16.5
Spinola Cafe Lounge St Julians,WHITE WINE,Medina Sauvignon Blanc DOK,750ml,16.75
Spinola Cafe Lounge St Julians,WHITE WINE,Grand Vin De Hauteville Chardonnay DOK,750ml,21.75
Spinola Cafe Lounge St Julians,ROSÉ WINE,Pjazza Regina Rosé IGT,750ml,15.75
Spinola Cafe Lounge St Julians,ROSÉ WINE,Medina Rosé Grenache DOK,750ml,16.75
Spinola Cafe Lounge St Julians,ROSÉ WINE,Rose D'Anjou B&G,750ml,17.5
Spinola Cafe Lounge St Julians,ROSÉ WINE,Minuty,750ml,36
Spinola Cafe Lounge St Julians,RED WINE,The Falcon Merlot,750ml,17.5
Spinola Cafe Lounge St Julians,RED WINE,Pjazza Regina Red IGT,750ml,15.75
Spinola Cafe Lounge St Julians,RED WINE,Medina Syrah DOK,750ml,14.5
Spinola Cafe Lounge St Julians,RED WINE,Medina Cabernet Franc DOK,750ml,14.75
Spinola Cafe Lounge St Julians,RED WINE,Grand Vin De Hauteville Cabernet Sauvignon DOK,750ml,19.75
Spinola Cafe Lounge St Julians,RED WINE,Pinot Grigio Paololeo,750ml,14.5
Spinola Cafe Lounge St Julians,RED WINE,Inzolia Feudo Arancio,750ml,13.25
Spinola Cafe Lounge St Julians,RED WINE,Chardonnay Paololeo,750ml,14.5
Spinola Cafe Lounge St Julians,RED WINE,Soave Zonin,750ml,17.95
Spinola Cafe Lounge St Julians,RED WINE,Gavi Di Gavi Palladino,750ml,28.95
Spinola Cafe Lounge St Julians,RED WINE,Falanghina Macchialupa,750ml,28.95
Spinola Cafe Lounge St Julians,RED WINE,Greco Di Tufo Macchialupa,750ml,33.95
Spinola Cafe Lounge St Julians,RED WINE,Grillo Canapi,750ml,17.95
Spinola Cafe Lounge St Julians,RED WINE,Chablis Blanc,750ml,48.5
Spinola Cafe Lounge St Julians,RED WINE,Sauvignon Blanc Calvet,750ml,17.5
Spinola Cafe Lounge St Julians,RED WINE,HXN Inspiration Liebfraumilch,750ml,17.5
Spinola Cafe Lounge St Julians,SPARKLING WINE,Prosecco Tosti,750ml,16.5
Spinola Cafe Lounge St Julians,SPARKLING WINE,Moscato D’Asti Tosti,750ml,15.25
Spinola Cafe Lounge St Julians,SPARKLING WINE,Moët & Chandon,750ml,100
Spinola Cafe Lounge St Julians,WHISKEY,Jack Daniel’s,40ml,5.5
Spinola Cafe Lounge St Julians,WHISKEY,Jameson,40ml,5.5
Spinola Cafe Lounge St Julians,WHISKEY,Shanky’s Whiskey,40ml,5.5
Spinola Cafe Lounge St Julians,VODKA,Absolut,40ml,5.5
Spinola Cafe Lounge St Julians,VODKA,Grey Goose,40ml,7
Spinola Cafe Lounge St Julians,GIN,Bombay Sapphire,40ml,5.5
Spinola Cafe Lounge St Julians,GIN,Tanqueray,40ml,5.5
Spinola Cafe Lounge St Julians,RUM,Bacardi,40ml,5.5
Spinola Cafe Lounge St Julians,RUM,Captain Morgan,40ml,5.5
Spinola Cafe Lounge St Julians,LIQUEURS,Baileys,40ml,5.5
Spinola Cafe Lounge St Julians,LIQUEURS,Amaretto,40ml,5.5
Spinola Cafe Lounge St Julians,LIQUEURS,Kahlua,40ml,5.5
Spinola Cafe Lounge St Julians,LIQUEURS,Tequila Rose,40ml,5.5
Spinola Cafe Lounge St Julians,RED WINE,Merlot El Chivo,750ml,13.5
Spinola Cafe Lounge St Julians,RED WINE,Primitivo Paololeo,750ml,14.5
Spinola Cafe Lounge St Julians,RED WINE,Cabernet Sauvignon 19 Crimes,750ml,27.75
Spinola Cafe Lounge St Julians,RED WINE,Shiraz Douglas Green,750ml,23.25
Spinola Cafe Lounge St Julians,RED WINE,Valpolicella Amarone,750ml,55
Spinola Cafe Lounge St Julians,RED WINE,Chianti Ruffino,750ml,22.75
Spinola Cafe Lounge St Julians,RED WINE,Barolo Torlasco,750ml,28.95
Spinola Cafe Lounge St Julians,RED WINE,Barbera D’Alba Torlasco,750ml,23.95
Spinola Cafe Lounge St Julians,RED WINE,Negroamaro Paololeo,750ml,15.5
Spinola Cafe Lounge St Julians,RED WINE,Negramante Paololeo,750ml,18.5
Spinola Cafe Lounge St Julians,RED WINE,Primitivo Di Manduria,750ml,17.5
Spinola Cafe Lounge St Julians,RED WINE,Valpolicella,750ml,23.5
Spinola Cafe Lounge St Julians,RED WINE,Nero D’Avola,750ml,18.25
Spinola Cafe Lounge St Julians,RED WINE,Malbec Tamori,750ml,21
Spinola Cafe Lounge St Julians,SPARKLING WINE,Prosecco Tosti,750ml,16.5
Spinola Cafe Lounge St Julians,SPARKLING WINE,Moscato D’Asti Tosti,750ml,15.25
Spinola Cafe Lounge St Julians,SPARKLING WINE,Moët & Chandon,750ml,100
Spinola Cafe Lounge St Julians,SPECIALTY WINES,Sancerre Sauvignon Blanc L,750ml,48.5
Spinola Cafe Lounge St Julians,SPECIALTY WINES,Chenin Blanc,750ml,45
Spinola Cafe Lounge St Julians,SPECIALTY WINES,Matheus,750ml,18.5
Spinola Cafe Lounge St Julians,SPECIALTY WINES,Zinfandel Rosé,750ml,18.95
Cuba Shoreline,Breakfast & Breads,Breakfast Bagel,"Fried egg, smoked ham, melted cheddar cheese, butter, pico de gallo",6.05
Cuba Shoreline,Breakfast & Breads,Eggs Guevara,"Poached egg, toasted brioche, garlic mushrooms, crispy bacon, white truffle cream, parmesan shavings",9.85
Cuba Shoreline,Breakfast & Breads,Senor Ingles – Full English Breakfast,"Two fried eggs, sausages, baked beans, sautéed garlic mushrooms, bacon, grilled tomato, hash browns, toast",13.75
Cuba Shoreline,Breakfast & Breads,Shakshuka,"Poached egg, spiced tomato & red pepper sauce, crumbled feta, coriander",8.25
Cuba Shoreline,Breakfast & Breads,Avocado & Egg Toast,"Crushed avocado on multigrain wholemeal bread, poached eggs, harissa",9.35
Cuba Shoreline,Breakfast & Breads,Vegetable Omelette,"Omelette with roasted peppers, spinach, zaatar, labneh, Maltese sourdough bread",8.25
Cuba Shoreline,Breakfast & Breads,Breakfast Bun,"Toasted brioche bun, fried egg, pork sausage, melted cheddar cheese",6.35
Cuba Shoreline,Breakfast & Breads,Bacon & Egg Quesadilla,"Fried egg, melted cheddar cheese, bacon in a toasted tortilla wrap",5.45
Cuba Shoreline,Vida Snacks,Chicken & Cucumber Wrap,"Grilled chicken, tzatziki, red onions, cucumber, lettuce in wholegrain wrap",9.95
Cuba Shoreline,Vida Snacks,Pork Wrap,"Pork fillet, iceberg lettuce, Asian slaw, peanut butter in wholemeal wrap",9.95
Cuba Shoreline,Vida Snacks,Vegetarian Wrap,"Zucchini, peppers, rucola, feta cheese, hummus in wholemeal wrap",9.5
Cuba Shoreline,Vida Snacks,Vegan BLT,"Whole wheat bread, smoky radish ‘bacon’, tomatoes, lettuce, vegan mayo",7.45
Cuba Shoreline,Vida Snacks,Chicken Fajita Wrap,"Grilled chicken, mixed peppers, onions, mushrooms, refried beans, sweetcorn in wholegrain wrap",9.95
Cuba Shoreline,Vida Salads,Vegan Protein Bowl,"Red kidney beans, chickpeas, mushrooms, peas, broad beans, cucumber, dill, rice cake, peanut butter & soy sauce dressing",11.95
Cuba Shoreline,Vida Salads,Salmon Salad,"Salmon, green couscous, green apple, pomegranate slaw, spiced cashews",14.95
Cuba Shoreline,Vida Salads,Beef & Kale Salad,"Grilled beef, cherry tomatoes, red onions, radish, sweetcorn, quinoa, kale, salsa verde",12.95
Cuba Shoreline,Vida Salads,Havana Beef Salad,"Crispy beef, kale, grilled peppers, cherry tomatoes, spicy cashew nuts, honey, sesame seed, black bean dressing",14.5
Cuba Shoreline,Vida Salads,Chicken Salad,"Grilled chicken, curried brown rice, leeks, zucchini, black beans, mixed peppers, orange segments, onions, coriander",13.5
Cuba Shoreline,Vida Salads,Asian Chicken Salad,"Grilled chicken, cabbage, kale, spring onions, mixed peppers, bean sprouts, sweetcorn, crispy onions, toasted peanuts, sweet chili dressing",13.95
Cuba Shoreline,Vida Salads,Lentil Salad,"Brown lentils, red peppers, tomatoes, cucumber, feta, pomegranate, radishes, parsley, edamame, spring onions, mint, vinaigrette",11.95
Cuba Shoreline,To Share,Nachos Mejicano,"Tortilla chips, Mexican cheese melt, refried beans, jalapeno peppers, pico de gallo, sour cream",14.85
Cuba Shoreline,To Share,Taco De Pollo,"Three flour tacos, achiote marinated grilled chicken, pineapple salsa, guacamole",10.5
Cuba Shoreline,To Share,Flauta De Carne,"Three deep fried corn tacos, slow cooked pulled beef, adobo sauce, salsa verde, smoky chili sauce, pickled onion, sour cream, coriander",10.5
Cuba Shoreline,To Share,Chicken Dynamite,"Chicken chunks, spicy mango chutney, spring onion, sesame seeds",9.95
Cuba Shoreline,Pasta,Rigatoni Pesto,"Rigatoni, basil pesto, crispy bacon, grana cheese",15.2
Cuba Shoreline,Pasta,Ravioli Porcini,"Ravioli, porcini mushrooms, sage, butter sauce",15.95
Cuba Shoreline,Pasta,Rigatoni Beef Ragu,"Slow cooked beef, tomato ragu, habanero cream cheese, parsley",16.5
Cuba Shoreline,Pasta,Spaghetti Calamari,"Spaghetti, calamari, olives, capers, tomato sauce, fresh herbs",16.2
Cuba Shoreline,Burgers,El Primero Burger + Fries,"Beef patty, American cheese, special burger sauce, pickled cucumber, served with fries",11.3
Cuba Shoreline,Burgers,Barbacao Burger + Fries,"Pulled pork, hash browns, pickled carrot & cabbage slaw, BBQ sauce, brioche bun, served with fries",11.3
Cuba Shoreline,Burgers,Cuba Burger + Fries,"200g beef patty, special burger sauce, onions, tomato, pickled cucumber, iceberg lettuce, served with fries",17.5
Cuba Shoreline,Burgers,El Pollo Supremo Burger + Fries,"Fried chicken thighs, smoky sweet chili sauce, pickled red onion, pickled cabbage slaw, brioche bun, served with fries",17.5
Cuba Shoreline,Pizza,Margherita Pizza,"Tomato sauce, mozzarella fior di latte, olive oil, basil",10.45
Cuba Shoreline,Pizza,La Bufala Pizza,"Tomato sauce, mozzarella di bufala, olive oil, basil",15.5
Cuba Shoreline,Pizza,Capricciosa Pizza,"Tomato sauce, mozzarella fior di latte, mushrooms, artichokes, egg, olives, smoked ham",14.75
Cuba Shoreline,Side Dishes,French Fries, ,3.85
Cuba Shoreline,Side Dishes,Sweet Potato Fries, ,5.95
Cuba Shoreline,Grills & Mains,Pollo A La Plancha,"Flame grilled, achiote marinated chicken, pineapple salsa, fresh coriander, smoky sweet chili sauce",21.8
Cuba Shoreline,Grills & Mains,Ropa Vieja,"Cuban slow cooked pulled beef stew with bell peppers, olives, onions, celery, served with Cuban rice & kidney beans",21.8
Cuba Shoreline,Grills & Mains,Fish & Chips,"Deep fried fish fillets, crispy batter, garlic & lime mayo, pickled red onions, fries",21.95
Cuba Shoreline,Burritos,Chicken Burrito,"Grilled chicken, Mexican cheese, mozzarella, kidney beans, garlic, spring onions, mango salsa, served with fries",18.5
Cuba Shoreline,Burritos,Pork Burrito,"Crispy pork belly, guacamole, feta cheese, Cuban rice, sour cream, jalapeño salsa, served with fries",18.5
Cuba Shoreline,Burritos,Beef Burrito,"Pulled beef, sweet onions, red peppers, refried beans, Mexican cheese, Cajun spice, served with Cuban rice",18.5
Cuba Shoreline,Kids Menu,Pasta alla Napoletana,Spaghetti or penne with tomato sauce & grana padano,6.75
Cuba Shoreline,Kids Menu,Pasta con Prosciutto e Crema,"Spaghetti or penne with cream, ham & grana padano",6.75
Cuba Shoreline,Kids Menu,Chicken Strips & Fries,Breaded chicken strips with fries,9.85
Cuba Shoreline,Kids Menu,Super Wudy Pizza,"Tomato sauce, mozzarella, Wudy sausage",8.25
Cuba Shoreline,Kids Menu,El Nino Burger,"120g beef patty, soft brioche bun, ketchup, served with fries",9.85
Cuba Shoreline,Focacce,Focaccia Caprese,"Mozzarella di bufala, cherry tomatoes, basil, olive oil",13.95
Cuba Shoreline,Focacce,Focaccia Erasmo,"Walnuts, blue cheese, grapes, honey drizzle",11.5
Cuba Shoreline,Focacce,Focaccia Rosmarino,"Olive oil, rosemary, rock salt, rucola",9.95
Cuba Shoreline,Panuozzo,Panuozzo Campagnola,"Mozzarella di bufala, sliced tomato, rucola, oregano, grana shavings",14.95
Cuba Shoreline,Panuozzo,Panuozzo La Boscaiola,"Prosciutto crudo, mushrooms, mozzarella di bufala, olive oil, oregano",14.95
Cuba Shoreline,Panuozzo,Panuozzo Pistacchio e Mortazza,"Mozzarella fior di latte, pistachio pesto, mortadella",14.95
Cuba Shoreline,Panuozzo,Panuozzo Crema e Prosciutto,"Basil cream cheese, Parma ham, tomatoes, rucola, provolone",14.95
Cuba Shoreline,Panuozzo,Panuozzo Pollo e Pancetta,"Mozzarella, chicken strips, pancetta, mushrooms, BBQ sauce",14.95
Cuba Shoreline,Pizza,Margherita Pizza,"Tomato sauce, mozzarella, olive oil, basil",10.45
Cuba Shoreline,Pizza,La Bufala Pizza,"Tomato sauce, mozzarella di bufala, basil",15.5
Cuba Shoreline,Pizza,Contadina Pizza,"Tomato sauce, mozzarella, pancetta, aubergines, oregano, grana shavings",14.95
Cuba Shoreline,Pizza,Capricciosa Pizza,"Tomato sauce, mozzarella, mushrooms, artichokes, egg, olives, smoked ham",14.75
Cuba Shoreline,Pizza,El Diablo Pizza,"Tomato sauce, mozzarella, spianata Calabra, chili oil",14.95
Cuba Shoreline,Pizza,Pizza Bianca ai Funghi,"Mozzarella, garlic sautéed mushrooms, porcini salt, garlic oil",14.95
Cuba Shoreline,Pizza,Calzone Classico,"Tomato sauce, mozzarella, salami, ricotta, basil",14.95
Cuba Shoreline,Side Dishes,French Fries, ,3.85
Cuba Shoreline,Side Dishes,Sweet Potato Fries, ,5.95
Cuba Shoreline,Side Dishes,Cuban Rice, ,3.85
Cuba Shoreline,Side Dishes,Mixed Salad,"Mixed leaves, onions, cherry tomatoes, olives, house dressing",3.85
Cuba Shoreline,Sauces,Pico De Gallo,"Chopped tomatoes, celery, onions, jalapeños, coriander, lime",2.5
Cuba Shoreline,Sauces,Chipotle Mayo,Spicy chipotle mayonnaise,2.5
Cuba Shoreline,Sauces,Mexican Cheese Sauce,Spicy bechamel cheese sauce,2.5
Cuba Shoreline,Sauces,Guacamole,"Avocado, tomato, onion, jalapeño, coriander, lime",3.8
Cuba Shoreline,Beverages,Still Water (500ml), ,2.55
Cuba Shoreline,Beverages,Sparkling Water (500ml), ,2.55
Cuba Shoreline,Beverages,Coca Cola Zero (500ml), ,2.95
Cuba Shoreline,Beverages,Sprite (500ml), ,2.95
Cuba Shoreline,Beverages,Fanta (500ml), ,2.95
Cuba Shoreline,Beverages,Kinnie (500ml), ,2.95
Cuba Shoreline,Beverages,Diet Kinnie (500ml), ,2.95
Cuba Shoreline,Beer,Cisk '0' (330ml),Non alcoholic beer,3.5
Cuba Shoreline,Beer,Hopleaf (330ml),5% vol,3.05
Cuba Shoreline,Ciders,Strongbow Dark Fruits (500ml),5% vol,5.6
Cuba Shoreline,Ciders,Strongbow Classic Dry (500ml),5% vol,5.6
Cuba Shoreline,Pasta,Spaghetti All’ Amatriciana,"Spaghetti, crispy guanciale, pecorino, rich tomato sauce, hint of chili",14.95
Cuba Shoreline,Pasta,Risotto Nduja,"Spicy nduja sausage, pumpkin seeds, mozzarella di bufala",16.5
Cuba Shoreline,Burgers,Havana Burger + Fries,"200g beef patty, special burger sauce, crispy bacon, tomato, onions, pickled cucumber, melted cheese, iceberg lettuce, crispy fried onion rings, served with fries",18.5
Cuba Shoreline,Burgers,Trinidad Burger + Fries,"200g beef patty, guacamole, fried egg, onions, tomato, pickled cucumber, iceberg lettuce, crispy bacon, served with fries",18.5
Cuba Shoreline,Burgers,El Toro Burger,"200g beef patty, onion jam, melted cheese, gherkins, lettuce, tomato, mustard mayo, served with fries",17.5
Cuba Shoreline,Pizza,La Pescatrice Pizza,"Tuna chunks, tomato sauce, fresh mint, garlic, black olives, capers, mozzarella fior di latte, olive oil drizzle",14.95
Cuba Shoreline,Pizza,Mortadella e Pistacchio Pizza,"Mortadella al pistachio, mozzarella di bufala, whole roasted pistachios",15.95
Cuba Shoreline,Pizza,La Rustica Pizza,"Maltese sausage, baked potatoes, red onions, rosemary, mozzarella fior di latte",14.85
Cuba Shoreline,Pizza,Annati Pizza,"Mozzarella fior di latte, chicken strips, BBQ sauce, bell peppers, sweetcorn, onions, smoked ham",15.5
Cuba Shoreline,Pizza,La Cubana – Star Shaped Pizza,"Chilli con carne, Mexican cheese, mozzarella fior di latte, onions, jalapenos, chili flakes",15.5
Cuba Shoreline,Pizza,Pizza Pollo e Nachos,"Pulled chicken, crumbled nachos, finely chopped tomatoes, jalapeno sour cream, Mexican cheese",14.4
Cuba Shoreline,Pizza,La Nduja Pizza,"Cherry tomatoes, spicy nduja sausage, mozzarella fior di latte, grilled peppers",14.95
Cuba Shoreline,Pizza,Pizza Speck e Patata,"Mozzarella fior di latte, cured ham, potato cream, rucola",13.95
Cuba Shoreline,Side Dishes,Latino Mushroom Sauce,"Mushrooms, fresh cream, beef stock, onions, garlic, thyme, salt, pepper",3.2
Cuba Shoreline,Side Dishes,Latino Pepper Sauce,"Mixed peppercorns, fresh cream, onions, garlic, Havana Club Spiced Rum, rosemary, salt",3.2
Cuba Shoreline,Beverages,Bitter Lemon, ,2.45
Cuba Shoreline,Beverages,Tonic Water, ,2.45
Cafe Cuba St Julians,Breakfast & Breads,Breakfast Bagel,"Fried egg, smoked ham, melted cheddar cheese, butter, pico de gallo",6.05
Cafe Cuba St Julians,Breakfast & Breads,Eggs Guevara,"Poached egg, toasted brioche, garlic mushrooms, crispy bacon, white truffle cream, parmesan shavings",9.85
Cafe Cuba St Julians,Breakfast & Breads,Senor Ingles – Full English Breakfast,"Two fried eggs, sausages, baked beans, sautéed garlic mushrooms, bacon, grilled tomato, hash browns, toast",13.75
Cafe Cuba St Julians,Breakfast & Breads,Shakshuka,"Poached egg, spiced tomato & red pepper sauce, crumbled feta, coriander",8.25
Cafe Cuba St Julians,Breakfast & Breads,Avocado & Egg Toast,"Crushed avocado on multigrain wholemeal bread, poached eggs, harissa",9.35
Cafe Cuba St Julians,Breakfast & Breads,Vegetable Omelette,"Roasted peppers, spinach, zaatar, labneh, Maltese sourdough bread",8.25
Cafe Cuba St Julians,Breakfast & Breads,Breakfast Bun,"Toasted brioche bun, fried egg, pork sausage, melted cheddar cheese",6.35
Cafe Cuba St Julians,Breakfast & Breads,Bacon & Egg Quesadilla,"Fried egg, melted cheddar cheese, bacon in a toasted tortilla wrap",5.45
Cafe Cuba St Julians,Vida Snacks,Chicken & Cucumber Wrap,"Grilled chicken, tzatziki, red onions, cucumber, lettuce in wholegrain wrap",9.95
Cafe Cuba St Julians,Vida Snacks,Pork Wrap,"Pork fillet, iceberg lettuce, Asian slaw, peanut butter in wholemeal wrap",9.95
Cafe Cuba St Julians,Vida Snacks,Vegetarian Wrap,"Zucchini, peppers, rucola, feta cheese, hummus in wholemeal wrap",9.5
Cafe Cuba St Julians,Vida Snacks,Vegan BLT,"Whole wheat bread, smoky radish ‘bacon’, tomatoes, lettuce, vegan mayo",7.45
Cafe Cuba St Julians,Vida Snacks,Chicken Fajita Wrap,"Grilled chicken, mixed peppers, onions, mushrooms, refried beans, sweetcorn in wholegrain wrap",9.95
Cafe Cuba St Julians,Vida Salads,Vegan Protein Bowl,"Red kidney beans, chickpeas, mushrooms, peas, broad beans, cucumber, dill, rice cake, peanut butter & soy sauce dressing",11.95
Cafe Cuba St Julians,Vida Salads,Salmon Salad,"Salmon, green couscous, green apple, pomegranate slaw, spiced cashews",14.95
